user,service,value,contextValue,s
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq335
P5BAwzTfB,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq336
P5BAwzTfB,hazelnut_cappuccino,1.0,1,http://ontologies/interactioncontext#interactionseq336
P5BAwzTfB,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq336
qpzNDzybrsi,expresso,1.0,administrative,http://ontologies/interactioncontext#interactionseq337
qpzNDzybrsi,expresso,1.0,1,http://ontologies/interactioncontext#interactionseq337
qpzNDzybrsi,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq337
IQtg13hB,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq338
IQtg13hB,expresso,1.0,1,http://ontologies/interactioncontext#interactionseq338
IQtg13hB,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq338
CkfZksM2rBrL,cortado,1.0,supervisor,http://ontologies/interactioncontext#interactionseq339
CkfZksM2rBrL,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq339
CkfZksM2rBrL,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq339
CCMAqXtVdM,cortado,1.0,supervisor,http://ontologies/interactioncontext#interactionseq34
CCMAqXtVdM,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq34
CCMAqXtVdM,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq34
2qDLEBNv,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq340
2qDLEBNv,chocolate,1.0,1,http://ontologies/interactioncontext#interactionseq340
2qDLEBNv,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq340
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq341
D6F0qp7s7,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq341
D6F0qp7s7,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq341
Vhpk5shpkk,milk_coffee kafeinagabe,1.0,supervisor,http://ontologies/interactioncontext#interactionseq342
Vhpk5shpkk,milk_coffee kafeinagabe,1.0,1,http://ontologies/interactioncontext#interactionseq342
Vhpk5shpkk,milk_coffee kafeinagabe,1.0,t1,http://ontologies/interactioncontext#interactionseq342
IQtg13hB,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq343
IQtg13hB,expresso,1.0,1,http://ontologies/interactioncontext#interactionseq343
IQtg13hB,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq343
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq344
CuAgSlJwl,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq344
CuAgSlJwl,milk_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq344
P5BAwzTfB,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq345
P5BAwzTfB,hazelnut_cappuccino,1.0,1,http://ontologies/interactioncontext#interactionseq345
P5BAwzTfB,hazelnut_cappuccino,1.0,t2,http://ontologies/interactioncontext#interactionseq345
ymETMF4M4,long_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq346
ymETMF4M4,long_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq346
ymETMF4M4,long_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq346
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq347
5pVcV5V,chocolate,1.0,2,http://ontologies/interactioncontext#interactionseq347
5pVcV5V,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq347
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq348
gKUuuzg9,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq348
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq348
OJwzAJ33l,long_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq349
OJwzAJ33l,long_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq349
OJwzAJ33l,long_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq349
Vhpk5shpkk,expresso,1.0,supervisor,http://ontologies/interactioncontext#interactionseq35
Vhpk5shpkk,expresso,1.0,3,http://ontologies/interactioncontext#interactionseq35
Vhpk5shpkk,expresso,1.0,t2,http://ontologies/interactioncontext#interactionseq35
Vhpk5shpkk,decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq350
Vhpk5shpkk,decaffeinated,1.0,2,http://ontologies/interactioncontext#interactionseq350
Vhpk5shpkk,decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq350
D6F0qp7s7,milk_coffee,1.0,administrative,http://ontologies/interactioncontext#interactionseq351
D6F0qp7s7,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq351
D6F0qp7s7,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq351
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq352
5pVcV5V,hazelnut_cappuccino,1.0,2,http://ontologies/interactioncontext#interactionseq352
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq352
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq353
gKUuuzg9,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq353
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq353
P5BAwzTfB,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq354
P5BAwzTfB,hazelnut_cappuccino,1.0,2,http://ontologies/interactioncontext#interactionseq354
P5BAwzTfB,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq354
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq355
FmxgvxmU,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq355
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq355
TRFKSXv,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq356
TRFKSXv,chocolate,1.0,2,http://ontologies/interactioncontext#interactionseq356
TRFKSXv,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq356
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq357
5pVcV5V,hazelnut_cappuccino,1.0,2,http://ontologies/interactioncontext#interactionseq357
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq357
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq358
gKUuuzg9,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq358
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq358
qpzNDzybrsi,expresso,1.0,administrative,http://ontologies/interactioncontext#interactionseq359
qpzNDzybrsi,expresso,1.0,2,http://ontologies/interactioncontext#interactionseq359
qpzNDzybrsi,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq359
ymETMF4M4,long_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq36
ymETMF4M4,long_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq36
ymETMF4M4,long_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq36
M8TX69h8,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq360
M8TX69h8,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq360
M8TX69h8,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq360
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq361
D6F0qp7s7,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq361
D6F0qp7s7,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq361
Vhpk5shpkk,decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq362
Vhpk5shpkk,decaffeinated,1.0,2,http://ontologies/interactioncontext#interactionseq362
Vhpk5shpkk,decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq362
CkfZksM2rBrL,cortado,1.0,supervisor,http://ontologies/interactioncontext#interactionseq363
CkfZksM2rBrL,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq363
CkfZksM2rBrL,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq363
uhDooz5uD,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq364
uhDooz5uD,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq364
uhDooz5uD,milk_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq364
OJwzAJ33l,long_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq365
OJwzAJ33l,long_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq365
OJwzAJ33l,long_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq365
ymETMF4M4,capuccino,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq366
ymETMF4M4,capuccino,1.0,3,http://ontologies/interactioncontext#interactionseq366
ymETMF4M4,capuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq366
M8TX69h8,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq367
M8TX69h8,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq367
M8TX69h8,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq367
D6F0qp7s7,milk_coffee,1.0,administrative,http://ontologies/interactioncontext#interactionseq368
D6F0qp7s7,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq368
D6F0qp7s7,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq368
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq369
5pVcV5V,hazelnut_cappuccino,1.0,3,http://ontologies/interactioncontext#interactionseq369
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq369
55reHHf,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq37
55reHHf,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq37
55reHHf,milk_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq37
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq370
CuAgSlJwl,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq370
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq370
M8TX69h8,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq371
M8TX69h8,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq371
M8TX69h8,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq371
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq372
D6F0qp7s7,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq372
D6F0qp7s7,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq372
Vhpk5shpkk,decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq373
Vhpk5shpkk,decaffeinated,1.0,3,http://ontologies/interactioncontext#interactionseq373
Vhpk5shpkk,decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq373
IQtg13hB,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq374
IQtg13hB,expresso,1.0,3,http://ontologies/interactioncontext#interactionseq374
IQtg13hB,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq374
Vhpk5shpkk,capuccino decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq375
Vhpk5shpkk,capuccino decaffeinated,1.0,3,http://ontologies/interactioncontext#interactionseq375
Vhpk5shpkk,capuccino decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq375
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq376
d4guBrpB,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq376
d4guBrpB,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq376
2qDLEBNv,long_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq377
2qDLEBNv,long_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq377
2qDLEBNv,long_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq377
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq378
FmxgvxmU,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq378
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq378
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq379
5pVcV5V,hazelnut_cappuccino,1.0,4,http://ontologies/interactioncontext#interactionseq379
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq379
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq38
CuAgSlJwl,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq38
CuAgSlJwl,milk_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq38
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq380
gKUuuzg9,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq380
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq380
M8TX69h8,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq381
M8TX69h8,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq381
M8TX69h8,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq381
D6F0qp7s7,milk_coffee,1.0,administrative,http://ontologies/interactioncontext#interactionseq382
D6F0qp7s7,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq382
D6F0qp7s7,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq382
2qDLEBNv,long_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq383
2qDLEBNv,long_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq383
2qDLEBNv,long_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq383
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq384
5pVcV5V,hazelnut_cappuccino,1.0,4,http://ontologies/interactioncontext#interactionseq384
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq384
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq385
gKUuuzg9,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq385
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq385
ymETMF4M4,capuccino,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq386
ymETMF4M4,capuccino,1.0,4,http://ontologies/interactioncontext#interactionseq386
ymETMF4M4,capuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq386
Vhpk5shpkk,decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq387
Vhpk5shpkk,decaffeinated,1.0,4,http://ontologies/interactioncontext#interactionseq387
Vhpk5shpkk,decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq387
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq388
CuAgSlJwl,milk_coffee,1.0,5,http://ontologies/interactioncontext#interactionseq388
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq388
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq389
CuAgSlJwl,milk_coffee,1.0,6,http://ontologies/interactioncontext#interactionseq389
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq389
CCMAqXtVdM,cortado,1.0,supervisor,http://ontologies/interactioncontext#interactionseq39
CCMAqXtVdM,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq39
CCMAqXtVdM,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq39
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq390
5pVcV5V,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq390
5pVcV5V,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq390
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq391
gKUuuzg9,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq391
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq391
2qDLEBNv,long_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq392
2qDLEBNv,long_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq392
2qDLEBNv,long_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq392
M8TX69h8,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq393
M8TX69h8,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq393
M8TX69h8,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq393
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq394
5pVcV5V,hazelnut_cappuccino,1.0,0,http://ontologies/interactioncontext#interactionseq394
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq394
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq395
gKUuuzg9,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq395
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq395
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq396
CuAgSlJwl,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq396
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq396
gKUuuzg9,light_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq397
gKUuuzg9,light_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq397
gKUuuzg9,light_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq397
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq398
5pVcV5V,hazelnut_cappuccino,1.0,0,http://ontologies/interactioncontext#interactionseq398
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq398
IQtg13hB,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq399
IQtg13hB,expresso,1.0,0,http://ontologies/interactioncontext#interactionseq399
IQtg13hB,expresso,1.0,t2,http://ontologies/interactioncontext#interactionseq399
jb1CjU1HF,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq4
jb1CjU1HF,chocolate,1.0,2,http://ontologies/interactioncontext#interactionseq4
jb1CjU1HF,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq4
gKUuuzg9,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq40
gKUuuzg9,chocolate,1.0,3,http://ontologies/interactioncontext#interactionseq40
gKUuuzg9,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq40
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq400
5pVcV5V,hazelnut_cappuccino,1.0,1,http://ontologies/interactioncontext#interactionseq400
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq400
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq401
gKUuuzg9,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq401
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq401
2qDLEBNv,long_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq402
2qDLEBNv,long_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq402
2qDLEBNv,long_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq402
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq403
CuAgSlJwl,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq403
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq403
Vhpk5shpkk,decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq404
Vhpk5shpkk,decaffeinated,1.0,1,http://ontologies/interactioncontext#interactionseq404
Vhpk5shpkk,decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq404
uhDooz5uD,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq405
uhDooz5uD,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq405
uhDooz5uD,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq405
IQtg13hB,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq406
IQtg13hB,expresso,1.0,1,http://ontologies/interactioncontext#interactionseq406
IQtg13hB,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq406
2qDLEBNv,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq407
2qDLEBNv,chocolate,1.0,1,http://ontologies/interactioncontext#interactionseq407
2qDLEBNv,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq407
FmxgvxmU,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq408
FmxgvxmU,expresso,1.0,1,http://ontologies/interactioncontext#interactionseq408
FmxgvxmU,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq408
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq409
gKUuuzg9,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq409
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq409
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq41
gKUuuzg9,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq41
gKUuuzg9,milk_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq41
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq410
CuAgSlJwl,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq410
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq410
ymETMF4M4,capuccino,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq411
ymETMF4M4,capuccino,1.0,1,http://ontologies/interactioncontext#interactionseq411
ymETMF4M4,capuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq411
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq412
5pVcV5V,hazelnut_cappuccino,1.0,1,http://ontologies/interactioncontext#interactionseq412
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq412
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq413
gKUuuzg9,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq413
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq413
IQtg13hB,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq414
IQtg13hB,expresso,1.0,1,http://ontologies/interactioncontext#interactionseq414
IQtg13hB,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq414
M8TX69h8,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq415
M8TX69h8,milk_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq415
M8TX69h8,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq415
uhDooz5uD,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq416
uhDooz5uD,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq416
uhDooz5uD,milk_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq416
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq417
5pVcV5V,chocolate,1.0,1,http://ontologies/interactioncontext#interactionseq417
5pVcV5V,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq417
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq418
gKUuuzg9,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq418
gKUuuzg9,milk_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq418
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq419
5pVcV5V,chocolate,1.0,2,http://ontologies/interactioncontext#interactionseq419
5pVcV5V,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq419
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq420
gKUuuzg9,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq420
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq420
qpzNDzybrsi,expresso,1.0,administrative,http://ontologies/interactioncontext#interactionseq421
qpzNDzybrsi,expresso,1.0,2,http://ontologies/interactioncontext#interactionseq421
qpzNDzybrsi,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq421
2qDLEBNv,long_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq422
2qDLEBNv,long_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq422
2qDLEBNv,long_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq422
IQtg13hB,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq423
IQtg13hB,expresso,1.0,2,http://ontologies/interactioncontext#interactionseq423
IQtg13hB,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq423
2qDLEBNv,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq424
2qDLEBNv,hazelnut_cappuccino,1.0,2,http://ontologies/interactioncontext#interactionseq424
2qDLEBNv,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq424
D6F0qp7s7,milk_coffee,1.0,administrative,http://ontologies/interactioncontext#interactionseq425
D6F0qp7s7,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq425
D6F0qp7s7,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq425
M8TX69h8,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq426
M8TX69h8,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq426
M8TX69h8,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq426
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq427
5pVcV5V,hazelnut_cappuccino,1.0,2,http://ontologies/interactioncontext#interactionseq427
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq427
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq428
gKUuuzg9,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq428
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq428
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq429
5pVcV5V,hazelnut_cappuccino,1.0,2,http://ontologies/interactioncontext#interactionseq429
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq429
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq43
CuAgSlJwl,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq43
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq43
qpzNDzybrsi,expresso,1.0,administrative,http://ontologies/interactioncontext#interactionseq430
